25,22,80,4600
45,75,51,7725
57,29,21,5395
71,43,0,6410
95,42,3,7875
72,39,14,6620
38,80,52,7580
83,15,36,6630
46,15,45,4635
69,95,78,10840
33,42,3,4155
77,54,33,8145
16,70,82,6510
65,87,34,9100
81,70,11,8635
95,72,87,11475
44,7,79,4965
77,19,63,7145
14,6,41,2165
18,53,94,6080
49,81,97,9415
17,73,67,6345
14,38,36,3640
23,91,82,7980
31,9,53,3635
96,3,28,6610
73,37,89,8455
33,41,24,4630
84,94,37,10665
40,40,35,5275
27,31,14,3520
3,71,23,4305
17,4,70,2970
14,86,11,5415
61,45,58,7360
80,24,37,6925
98,61,17,9355
15,48,18,3750
94,14,26,6990
20,82,43,6375
36,38,86,6210
11,78,29,5285
58,92,51,9355
82,93,61,11095
9,3,71,2465
93,74,40,10280
66,66,41,8285
69,25,84,7490
26,61,23,5185
18,31,84,4730
84,33,46,7840
96,83,65,11535
71,99,76,11110
14,47,66,4840
93,81,64,11230
46,75,34,7360
89,33,19,7465
77,44,50,8070
89,28,12,7040
16,62,34,4910
46,7,99,5585
69,25,97,7815
72,25,39,6545
19,9,19,2065
14,84,79,7015
43,74,79,8255
1,61,64,4710
26,61,7,4785
98,51,88,10630
17,3,37,2095
13,2,17,1305
33,20,37,3905
20,32,59,4275
6,21,61,2935
85,70,78,10550
24,3,65,3215
33,37,95,6205
29,62,78,6790
92,19,50,7720
58,22,3,4655
79,85,89,11215
36,1,30,2960
38,11,75,4705
62,54,26,7070
45,15,32,4250
17,13,65,3295
68,62,66,8830
1,64,85,5385
48,68,32,7080
88,28,14,7030
63,48,8,6380
90,34,63,8675
70,10,41,5725
43,36,47,5555
11,38,94,4910
18,69,74,6380
51,77,7,7085
11,50,17,3585
23,85,63,7205
17,30,44,3620
46,72,90,8610
71,18,76,7060
63,79,3,7805
76,40,99,9035
72,57,73,8995
93,85,32,10630
57,70,70,8670
43,58,80,7480
46,12,12,3660
18,35,6,2980
86,62,89,10485
94,40,7,7815
56,69,57,8235
56,20,73,6185
66,99,40,9910
58,61,48,7730
72,51,46,8020
2,8,10,770
61,57,60,8010
23,68,28,5480
15,52,97,5925
50,11,16,3950
97,49,60,9770
85,47,38,8400
44,59,56,6990
90,23,40,7550
74,66,63,9315
6,88,81,6785
84,27,92,8690
28,91,63,7805
3,32,35,2655
73,35,61,7655
51,25,82,6360
17,58,9,4145
25,18,99,4875
3,74,69,5605
25,92,29,6825
55,80,49,8525
3,26,5,1605
3,89,51,5905
61,73,4,7410
59,93,75,10065
31,42,70,5710
57,98,89,10545
90,63,39,9525
71,16,21,5585
16,49,81,5435
62,96,85,10645
31,66,7,5335
93,70,82,11130
6,95,42,6160
71,93,38,9860
34,50,58,5990
73,43,45,7655
0,1,57,1475
10,88,63,6575
95,9,13,6475
11,18,92,3860
71,9,72,6510
93,62,26,9330
39,46,88,6840
29,56,17,4965
97,17,83,8745
77,33,55,7645
23,26,85,4805
85,19,16,6450
76,15,25,5935
88,35,68,8730
3,83,96,6730
80,41,89,9075
2,52,4,2820
89,78,8,9440
62,59,64,8270
83,27,74,8180
65,21,96,7350
70,29,31,6425
73,94,28,9780
26,39,97,5935
48,44,48,6280
66,10,38,5410
23,56,19,4655
58,71,58,8480
